lon,lat,cap_mid,annual_cf
-112,26.5,0.023,0.038
-112,26.75,0.641,0.039
-112,29,1.203,0.174
-112,29.25,1.438,0.147
-112,29.5,1.566,0.14
-112,29.75,1.606,0.146
-112,30,1.601,0.157
-112,30.25,1.6,0.134
-112,30.5,1.562,0.103
-112,30.75,1.36,0.108
-112,31,1.427,0.104
-112,31.25,1.529,0.119
-112,31.5,1.55,0.135
-112,31.75,1.569,0.144
-112,32,1.56,0.156
-112,32.25,1.544,0.163
-112,32.5,1.461,0.139
-112,32.75,1.36,0.109
-112,33,0.995,0.08
-112,33.25,1.048,0.055
-112,33.5,0.19,0.061
-112,33.75,0.78,0.074
-112,34,1.308,0.079
-112,36.25,0.097,0.039
-112,36.5,0.77,0.061
-112,36.75,1.112,0.093
-112,37,0,0.127
-112,37.25,0.928,0.177
-112,37.5,0.174,0.164
-112,37.75,0.373,0.109
-112,39,0.842,0.041
-112,39.25,0.967,0.034
-112,39.5,0.645,0.045
-112,39.75,0.663,0.058
-112,40,0.636,0.041
-112,40.25,0.616,0.041
-112,40.5,0.647,0.052
-112,40.75,0.245,0.055
-112,41,0.433,0.045
-112,41.75,0.359,0.023
-112,42,0.291,0.032
-112,42.25,0.536,0.036
-112,42.5,0.743,0.043
-112,42.75,0.461,0.063
-112,43,0.785,0.133
-112,43.25,0.863,0.192
-112,43.5,0.713,0.199
-112,43.75,0.105,0.172
-112,44,0.343,0.115
-112,44.25,1.283,0.077
-112,44.5,0.887,0.061
-111.75,24.75,1.468,0.207
-111.75,25,1.503,0.181
-111.75,25.25,0.904,0.15
-111.75,25.5,1.371,0.127
-111.75,25.75,0.75,0.082
-111.75,26,0.003,0.063
-111.75,26.25,0.401,0.06
-111.75,26.5,1.104,0.069
-111.75,26.75,1.078,0.123
-111.75,28.75,0.673,0.187
-111.75,29,0.925,0.148
-111.75,29.25,1.479,0.131
-111.75,29.5,1.607,0.126
-111.75,29.75,1.546,0.14
-111.75,30,1.591,0.153
-111.75,30.25,1.59,0.133
-111.75,30.5,1.528,0.109
-111.75,30.75,1.562,0.107
-111.75,31,1.533,0.112
-111.75,31.25,1.522,0.127
-111.75,31.5,1.563,0.128
-111.75,31.75,1.288,0.126
-111.75,32,1.093,0.123
-111.75,32.25,1.547,0.135
-111.75,32.5,1.013,0.123
-111.75,32.75,0.602,0.096
-111.75,33,0.832,0.077
-111.75,33.25,1.121,0.059
-111.75,33.5,0.744,0.047
-111.75,33.75,1.401,0.038
-111.75,34,1.145,0.04
-111.75,35.75,1.422,0.193
-111.75,36,1.297,0.081
-111.75,36.25,1.331,0.057
-111.75,36.5,1.48,0.076
-111.75,36.75,1.435,0.055
-111.75,37,0.835,0.063
-111.75,37.25,1.182,0.137
-111.75,37.5,0.104,0.139
-111.75,37.75,0.393,0.101
-111.75,38,0.292,0.096
-111.75,40.25,0.211,0.017
-111.75,42.75,0.574,0.076
-111.75,43,0.745,0.136
-111.75,44,0.182,0.123
-111.75,44.25,0.705,0.085
-111.5,24.5,1.338,0.219
-111.5,24.75,1.685,0.177
-111.5,25,1.679,0.138
-111.5,25.25,1.677,0.124
-111.5,25.5,1.597,0.074
-111.5,25.75,1.164,0.054
-111.5,26,0.191,0.075
-111.5,26.25,0.803,0.105
-111.5,28.5,1.244,0.177
-111.5,28.75,0.982,0.135
-111.5,29,1.117,0.125
-111.5,29.25,1.542,0.137
-111.5,29.5,1.587,0.139
-111.5,29.75,1.594,0.141
-111.5,30,1.592,0.15
-111.5,30.25,1.598,0.132
-111.5,30.5,1.54,0.108
-111.5,30.75,1.476,0.102
-111.5,31,1.539,0.115
-111.5,31.25,1.547,0.14
-111.5,31.5,1.486,0.144
-111.5,31.75,0.919,0.123
-111.5,32,1.375,0.123
-111.5,32.25,1.354,0.107
-111.5,32.5,0.67,0.101
-111.5,32.75,1.232,0.095
-111.5,33,1.338,0.094
-111.5,33.25,1.3,0.075
-111.5,33.5,0.954,0.034
-111.5,33.75,0.613,0.027
-111.5,35.75,1.195,0.137
-111.5,36,1.508,0.119
-111.5,36.25,1.579,0.101
-111.5,36.5,1.544,0.113
-111.5,36.75,1.523,0.079
-111.5,37,1.732,0.049
-111.5,37.25,0.878,0.097
-111.5,37.5,0.198,0.111
-111.5,37.75,0.47,0.108
-111.5,38,0.232,0.091
-111.5,38.5,0.436,0.06
-111.5,38.75,0.949,0.073
-111.5,39,0.88,0.069
-111.5,42.25,0.517,0.045
-111.5,44,0.203,0.124
-111.25,24.5,1.345,0.184
-111.25,24.75,1.466,0.157
-111.25,25,1.192,0.132
-111.25,25.25,1.605,0.102
-111.25,25.5,1.316,0.081
-111.25,28.25,1.246,0.159
-111.25,28.5,1.525,0.116
-111.25,28.75,1.615,0.103
-111.25,29,1.522,0.11
-111.25,29.25,1.41,0.133
-111.25,29.5,1.59,0.153
-111.25,29.75,1.598,0.159
-111.25,30,1.601,0.147
-111.25,30.25,1.586,0.117
-111.25,30.5,1.555,0.097
-111.25,30.75,1.408,0.088
-111.25,31,1.418,0.1
-111.25,31.5,1.335,0.143
-111.25,31.75,1.443,0.128
-111.25,32,1.593,0.101
-111.25,32.25,1.182,0.091
-111.25,32.5,0.964,0.089
-111.25,32.75,1.553,0.099
-111.25,33,1.554,0.108
-111.25,33.25,1.41,0.083
-111.25,35,1.303,0.267
-111.25,35.25,1.462,0.184
-111.25,35.5,1.507,0.137
-111.25,35.75,1.533,0.13
-111.25,36,1.557,0.13
-111.25,36.25,1.652,0.156
-111.25,36.5,1.508,0.17
-111.25,36.75,1.51,0.111
-111.25,37,1.719,0.055
-111.25,37.25,0.754,0.069
-111.25,37.5,0.915,0.085
-111.25,37.75,1.22,0.102
-111.25,38,0.795,0.099
-111.25,38.25,0.728,0.057
-111.25,38.5,1.116,0.05
-111.25,38.75,0.942,0.077
-111.25,39,1.383,0.07
-111.25,39.25,1.074,0.044
-111.25,39.5,0.504,0.044
-111.25,39.75,0.234,0.061
-111.25,41.5,1.371,0.114
-111.25,41.75,1.391,0.069
-111.25,42,1.348,0.04
-111.25,42.25,1.249,0.04
-111.25,42.5,0.724,0.047
-111.25,43.75,0.156,0.106
-111.25,44,0.148,0.112
-111,24.25,1.608,0.159
-111,24.5,1.336,0.159
-111,24.75,0.439,0.13
-111,25,0.085,0.094
-111,28,0.437,0.154
-111,28.25,1.451,0.1
-111,28.5,1.386,0.075
-111,28.75,1.394,0.087
-111,29,1.558,0.099
-111,29.25,0.823,0.104
-111,29.5,1.27,0.108
-111,29.75,1.477,0.115
-111,30,1.443,0.115
-111,30.25,1.315,0.096
-111,30.75,1.367,0.066
-111,31,1.302,0.073
-111,31.5,1.317,0.112
-111,31.75,0.987,0.108
-111,32,1.337,0.094
-111,32.25,0.953,0.08
-111,32.75,1.466,0.098
-111,33,1.523,0.097
-111,33.75,1.157,0.03
-111,35,1.508,0.257
-111,35.25,1.505,0.192
-111,35.5,1.513,0.16
-111,35.75,1.517,0.166
-111,36,1.568,0.171
-111,36.25,1.549,0.189
-111,36.5,1.516,0.197
-111,36.75,1.392,0.143
-111,37,1.539,0.06
-111,37.25,1.278,0.048
-111,37.5,1.757,0.063
-111,37.75,1.39,0.105
-111,38,0.543,0.118
-111,38.25,0.677,0.073
-111,38.5,1.396,0.069
-111,38.75,0.155,0.089
-111,39,0.867,0.085
-111,39.25,1.188,0.052
-111,39.5,1.355,0.066
-111,39.75,0.829,0.1
-111,40.25,0.531,0.075
-111,41.25,1.21,0.18
-111,41.5,1.39,0.176
-111,41.75,1.388,0.121
-111,42,1.189,0.064
-111,42.25,0.815,0.054
-110.75,24,1.594,0.146
-110.75,24.25,1.588,0.103
-110.75,28.25,1.121,0.078
-110.75,28.5,1.519,0.065
-110.75,28.75,1.183,0.079
-110.75,29,1.497,0.084
-110.75,29.25,1.391,0.07
-110.75,30,0.714,0.068
-110.75,30.25,0.762,0.075
-110.75,30.5,1.292,0.071
-110.75,31,0.693,0.053
-110.75,31.5,1.059,0.082
-110.75,31.75,1.175,0.089
-110.75,32,1.287,0.083
-110.75,32.25,0.733,0.055
-110.75,32.5,1.123,0.041
-110.75,32.75,1.46,0.068
-110.75,33,1.325,0.06
-110.75,33.25,1.272,0.049
-110.75,33.5,1.506,0.046
-110.75,35,1.51,0.217
-110.75,35.25,1.466,0.182
-110.75,35.5,1.517,0.187
-110.75,35.75,1.512,0.187
-110.75,36,1.53,0.18
-110.75,36.25,1.509,0.196
-110.75,36.5,1.32,0.212
-110.75,36.75,0.816,0.167
-110.75,37,0.701,0.088
-110.75,37.25,1.324,0.054
-110.75,37.5,1.732,0.057
-110.75,37.75,1.585,0.072
-110.75,38,0.921,0.086
-110.75,38.25,1.593,0.088
-110.75,38.5,1.684,0.106
-110.75,38.75,1.286,0.122
-110.75,39,1.022,0.105
-110.75,39.25,0.857,0.078
-110.75,39.5,1.348,0.096
-110.75,39.75,0.902,0.126
-110.75,40.25,0.635,0.089
-110.75,40.5,0.475,0.068
-110.75,41.5,1.388,0.245
-110.75,41.75,1.383,0.208
-110.75,42,1.317,0.111
-110.5,23.75,1.125,0.137
-110.5,24,1.497,0.093
-110.5,28,0.592,0.073
-110.5,28.5,1.147,0.062
-110.5,29.25,1.528,0.053
-110.5,29.5,1.317,0.043
-110.5,29.75,0.77,0.042
-110.5,31,1.101,0.063
-110.5,31.25,0.374,0.068
-110.5,31.5,0.432,0.078
-110.5,31.75,1.3,0.088
-110.5,32,1.361,0.067
-110.5,32.25,1.323,0.04
-110.5,32.5,1.245,0.043
-110.5,32.75,0.757,0.065
-110.5,33,1.068,0.055
-110.5,33.25,1.213,0.056
-110.5,33.5,1.471,0.055
-110.5,34.75,1.456,0.24
-110.5,35,1.506,0.202
-110.5,35.25,1.514,0.185
-110.5,35.5,1.507,0.198
-110.5,35.75,1.509,0.2
-110.5,36,1.507,0.201
-110.5,36.25,1.492,0.212
-110.5,36.5,0.883,0.23
-110.5,36.75,0.733,0.172
-110.5,37,1.347,0.101
-110.5,37.25,1.703,0.067
-110.5,37.5,1.598,0.071
-110.5,37.75,0.828,0.091
-110.5,38,1.014,0.1
-110.5,38.25,0.707,0.116
-110.5,38.5,1.319,0.134
-110.5,38.75,1.947,0.112
-110.5,39,1.341,0.088
-110.5,39.25,1.132,0.072
-110.5,39.5,0.976,0.079
-110.5,39.75,0.342,0.118
-110.5,40,0.633,0.17
-110.5,40.25,1.187,0.098
-110.5,40.5,1.243,0.086
-110.5,41.25,0.888,0.272
-110.5,41.5,1.34,0.334
-110.5,41.75,1.41,0.342
-110.5,42,1.379,0.21
-110.5,42.25,1.318,0.148
-110.5,42.75,1.093,0.093
-110.5,43,0.757,0.061
-110.25,23.5,0.541,0.054
-110.25,27.75,0.674,0.06
-110.25,28,0.821,0.052
-110.25,28.5,0.503,0.057
-110.25,30.5,1.046,0.072
-110.25,31.25,0.026,0.077
-110.25,31.5,0.838,0.087
-110.25,31.75,1.163,0.083
-110.25,32,1.402,0.061
-110.25,32.25,1.524,0.058
-110.25,32.5,1.284,0.068
-110.25,32.75,1.319,0.059
-110.25,33,1.198,0.057
-110.25,33.25,1.415,0.064
-110.25,33.5,1.278,0.072
-110.25,34.75,1.507,0.224
-110.25,35,1.503,0.196
-110.25,35.25,1.515,0.19
-110.25,35.5,1.514,0.209
-110.25,35.75,1.472,0.215
-110.25,36,1.307,0.222
-110.25,36.25,1.237,0.239
-110.25,36.5,0.555,0.203
-110.25,36.75,1.38,0.152
-110.25,37,1.792,0.114
-110.25,37.25,1.846,0.088
-110.25,37.5,0.744,0.1
-110.25,37.75,0.893,0.131
-110.25,38,0.596,0.138
-110.25,38.25,0.735,0.134
-110.25,38.5,0.925,0.136
-110.25,38.75,1.085,0.111
-110.25,39,1.58,0.087
-110.25,39.25,0.455,0.073
-110.25,39.5,0.114,0.066
-110.25,39.75,0.225,0.1
-110.25,40,1.313,0.143
-110.25,40.25,1.353,0.076
-110.25,40.5,1.35,0.054
-110.25,41.25,1.243,0.229
-110.25,41.5,1.367,0.325
-110.25,41.75,1.38,0.338
-110.25,42,1.386,0.223
-110.25,42.25,1.294,0.17
-110.25,42.5,1.341,0.125
-110.25,42.75,1.257,0.098
-110.25,43,1.042,0.082
-110.25,43.25,0.464,0.079
-110,30.5,1.44,0.079
-110,30.75,1.283,0.093
-110,31.25,1.252,0.096
-110,31.5,1.203,0.092
-110,31.75,1.501,0.089
-110,32,1.37,0.087
-110,32.25,1.719,0.091
-110,32.5,1.309,0.082
-110,32.75,0.774,0.047
-110,33,1.279,0.061
-110,33.25,1.347,0.08
-110,34.75,1.524,0.219
-110,35,1.026,0.19
-110,35.25,1.018,0.192
-110,35.5,1.51,0.219
-110,35.75,1.433,0.228
-110,36,1.059,0.227
-110,36.25,1.338,0.205
-110,36.5,0.96,0.171
-110,36.75,1.634,0.145
-110,37,1.984,0.128
-110,37.25,1.566,0.109
-110,37.5,0.322,0.151
-110,37.75,0.248,0.171
-110,38,0.245,0.148
-110,38.25,0.086,0.132
-110,38.5,0.122,0.126
-110,38.75,1.497,0.111
-110,39,1.481,0.088
-110,39.25,0.123,0.088
-110,39.5,0.284,0.082
-110,39.75,0.711,0.094
-110,40,1.345,0.108
-110,40.25,1.385,0.066
-110,40.5,1.322,0.045
-110,41.25,1.33,0.205
-110,41.5,1.392,0.302
-110,41.75,1.369,0.323
-110,42,1.164,0.242
-110,42.25,1.374,0.18
-110,42.5,1.381,0.121
-110,42.75,1.327,0.088
-110,43,0.853,0.08
-110,43.75,0.513,0.096
-109.75,29.75,1.064,0.039
-109.75,30,0.774,0.038
-109.75,30.75,1.499,0.088
-109.75,31,1.934,0.107
-109.75,31.25,1.728,0.11
-109.75,31.5,1.49,0.114
-109.75,31.75,1.351,0.116
-109.75,32,1.277,0.114
-109.75,32.25,1.173,0.11
-109.75,32.5,1.492,0.087
-109.75,32.75,1.545,0.039
-109.75,33,1.361,0.068
-109.75,33.25,1.155,0.087
-109.75,34.5,1.426,0.234
-109.75,34.75,1.523,0.209
-109.75,35,1.244,0.2
-109.75,35.25,1.234,0.211
-109.75,35.5,1.401,0.232
-109.75,35.75,1.123,0.207
-109.75,36,1.464,0.19
-109.75,36.25,1.492,0.165
-109.75,36.5,1.499,0.152
-109.75,36.75,1.617,0.167
-109.75,37,2.012,0.155
-109.75,37.25,1.926,0.102
-109.75,37.5,0.734,0.132
-109.75,37.75,0.523,0.127
-109.75,38,0.183,0.11
-109.75,38.25,0.542,0.1
-109.75,38.5,1.175,0.1
-109.75,38.75,0.812,0.102
-109.75,39,1.157,0.098
-109.75,39.25,0.318,0.115
-109.75,39.5,0.364,0.142
-109.75,39.75,0.939,0.12
-109.75,40,1.421,0.097
-109.75,40.25,1.224,0.062
-109.75,40.5,1.191,0.04
-109.75,41.25,1.023,0.178
-109.75,41.5,1.351,0.279
-109.75,41.75,1.364,0.303
-109.75,42,1.372,0.264
-109.75,42.25,1.373,0.197
-109.75,42.5,1.368,0.133
-109.75,42.75,1.271,0.103
-109.75,43.75,0.636,0.117
-109.5,30.25,0.819,0.044
-109.5,30.5,1.173,0.069
-109.5,30.75,1.224,0.078
-109.5,31,1.56,0.086
-109.5,31.25,1.544,0.109
-109.5,31.5,1.492,0.122
-109.5,31.75,1.139,0.114
-109.5,32,0.578,0.101
-109.5,32.25,1.191,0.101
-109.5,32.5,1.541,0.097
-109.5,32.75,1.535,0.059
-109.5,33,1.298,0.057
-109.5,34.25,1.066,0.19
-109.5,34.5,1.52,0.189
-109.5,34.75,1.509,0.202
-109.5,35,1.519,0.206
-109.5,35.25,1.534,0.221
-109.5,35.5,0.828,0.239
-109.5,36.25,0.802,0.16
-109.5,36.5,1.319,0.148
-109.5,36.75,1.303,0.162
-109.5,37,1.477,0.153
-109.5,37.25,1.651,0.104
-109.5,37.5,1.473,0.131
-109.5,37.75,0.65,0.136
-109.5,38.25,1.205,0.084
-109.5,38.5,0.824,0.072
-109.5,38.75,0.63,0.072
-109.5,39,1.39,0.091
-109.5,39.25,0.953,0.108
-109.5,39.5,0.33,0.148
-109.5,39.75,0.702,0.142
-109.5,40,1.342,0.1
-109.5,40.25,1.426,0.063
-109.5,40.5,1.072,0.045
-109.5,40.75,1.015,0.041
-109.5,41.25,1.245,0.175
-109.5,41.5,1.323,0.257
-109.5,41.75,1.316,0.29
-109.5,42,1.374,0.287
-109.5,42.25,1.218,0.225
-109.5,42.5,1.36,0.152
-109.5,42.75,0.831,0.145
-109.5,43.5,0.967,0.153
-109.5,43.75,0.598,0.126
-109.5,44.5,0.847,0.12
-109.25,31,1.114,0.077
-109.25,31.25,1.091,0.111
-109.25,31.5,0.952,0.133
-109.25,31.75,1.334,0.119
-109.25,32,0.991,0.09
-109.25,32.25,1.422,0.11
-109.25,32.5,1.314,0.125
-109.25,32.75,1.445,0.086
-109.25,33,1.437,0.065
-109.25,34.5,1.524,0.173
-109.25,34.75,1.529,0.199
-109.25,35,1.556,0.207
-109.25,35.25,1.247,0.221
-109.25,35.5,0.752,0.24
-109.25,36.75,1.19,0.133
-109.25,37.25,1.468,0.11
-109.25,37.5,1.129,0.147
-109.25,37.75,0.513,0.163
-109.25,38,0.608,0.13
-109.25,38.25,0.746,0.094
-109.25,38.5,0.358,0.057
-109.25,38.75,0.387,0.059
-109.25,39,0.843,0.075
-109.25,39.25,1.001,0.1
-109.25,39.5,0.75,0.133
-109.25,39.75,0.453,0.146
-109.25,40,1.215,0.103
-109.25,40.25,1.385,0.071
-109.25,40.5,0.725,0.056
-109.25,40.75,0.385,0.047
-109.25,41,0.568,0.086
-109.25,41.25,1.127,0.192
-109.25,41.5,1.384,0.273
-109.25,41.75,1.369,0.307
-109.25,42,1.317,0.327
-109.25,42.25,1.187,0.28
-109.25,42.5,1.343,0.212
-109.25,43.25,1.052,0.123
-109.25,43.5,1.205,0.142
-109.25,43.75,0.918,0.124
-109.25,44.25,0.88,0.058
-109.25,44.5,0.964,0.062
-109.25,44.75,0.925,0.036
-109.25,45,1.192,0.039
-109,30.5,0.953,0.053
-109,31.5,0.516,0.164
-109,31.75,0.753,0.122
-109,32,1.313,0.101
-109,32.25,1.578,0.148
-109,32.5,1.743,0.162
-109,32.75,1.299,0.111
-109,34.5,1.145,0.189
-109,34.75,1.369,0.207
-109,35,1.234,0.204
-109,35.25,0.909,0.206
-109,35.5,0.876,0.225
-109,35.75,1.367,0.2
-109,36.5,1.182,0.098
-109,36.75,1.455,0.1
-109,37,1.477,0.123
-109,37.25,1.248,0.109
-109,37.5,0.223,0.176
-109,37.75,0.291,0.212
-109,38,0.462,0.146
-109,38.25,0.858,0.078
-109,38.5,0.593,0.054
-109,38.75,0.363,0.06
-109,39,0.332,0.066
-109,39.25,0.271,0.072
-109,39.5,0.774,0.106
-109,39.75,0.274,0.13
-109,40,0.786,0.101
-109,40.25,1.266,0.078
-109,40.5,0.443,0.059
-109,40.75,0.403,0.055
-109,41,0.799,0.115
-109,41.25,1.337,0.238
-109,41.5,1.37,0.312
-109,41.75,1.375,0.341
-109,42,1.364,0.381
-109,42.25,1.149,0.388
-109,42.5,1.211,0.271
-109,43,0.718,0.091
-109,43.25,1.18,0.095
-109,43.5,1.355,0.115
-109,43.75,1.117,0.084
-109,44,0.912,0.067
-109,44.25,1.075,0.044
-109,44.5,1.301,0.043
-109,44.75,0.661,0.039
-109,45,1.217,0.062
-109,45.25,1.169,0.131
-108.75,31,0.61,0.145
-108.75,31.5,0.576,0.17
-108.75,31.75,1.113,0.134
-108.75,32,1.563,0.15
-108.75,32.25,1.527,0.212
-108.75,32.5,1.537,0.194
-108.75,32.75,1.366,0.128
-108.75,34.5,1.114,0.2
-108.75,34.75,1.308,0.213
-108.75,35,0.888,0.216
-108.75,35.25,0.654,0.21
-108.75,35.75,1.242,0.188
-108.75,36,1.469,0.124
-108.75,36.25,1.542,0.099
-108.75,36.5,1.534,0.102
-108.75,36.75,1.505,0.127
-108.75,37,1.456,0.124
-108.75,37.25,1.017,0.081
-108.75,37.5,0.509,0.138
-108.75,38,0.585,0.12
-108.75,38.25,1.018,0.077
-108.75,38.5,0.641,0.077
-108.75,39,0.381,0.047
-108.75,39.25,0.646,0.039
-108.75,39.5,0.55,0.085
-108.75,39.75,0.359,0.12
-108.75,40,0.505,0.102
-108.75,40.25,0.845,0.093
-108.75,40.5,0.619,0.072
-108.75,40.75,0.97,0.078
-108.75,41,1.345,0.157
-108.75,41.25,1.385,0.303
-108.75,41.5,1.386,0.376
-108.75,41.75,1.386,0.404
-108.75,42,1.22,0.459
-108.75,42.25,1.096,0.468
-108.75,42.5,1.151,0.292
-108.75,42.75,0.874,0.108
-108.75,43,1.001,0.042
-108.75,43.25,0.792,0.062
-108.75,43.5,1.245,0.088
-108.75,43.75,1.158,0.067
-108.75,44,1.299,0.063
-108.75,44.25,1.308,0.092
-108.75,44.5,1.311,0.102
-108.75,44.75,1.296,0.115
-108.75,45,1.092,0.176
-108.5,30.75,0.052,0.168
-108.5,31,0.782,0.168
-108.5,31.25,0.555,0.172
-108.5,31.5,0.902,0.158
-108.5,32,1.56,0.209
-108.5,32.25,1.572,0.256
-108.5,32.5,1.551,0.21
-108.5,34.5,1.321,0.219
-108.5,34.75,1.042,0.235
-108.5,35,0.964,0.226
-108.5,35.25,0.671,0.211
-108.5,35.75,0.985,0.219
-108.5,36,1.509,0.15
-108.5,36.25,1.507,0.136
-108.5,36.5,1.488,0.149
-108.5,36.75,1.14,0.14
-108.5,37,1.416,0.136
-108.5,37.25,0.758,0.083
-108.5,37.5,0.499,0.117
-108.5,38.25,0.656,0.09
-108.5,38.75,0.129,0.062
-108.5,39,0.611,0.032
-108.5,39.25,0.62,0.028
-108.5,39.5,0.638,0.063
-108.5,39.75,0.51,0.111
-108.5,40,0.821,0.109
-108.5,40.25,0.937,0.111
-108.5,40.5,0.911,0.094
-108.5,40.75,1.286,0.113
-108.5,41,1.397,0.197
-108.5,41.25,1.046,0.341
-108.5,41.5,1.216,0.42
-108.5,41.75,1.384,0.446
-108.5,42,1.295,0.476
-108.5,42.25,1.373,0.511
-108.5,42.5,1.26,0.335
-108.5,42.75,1.286,0.151
-108.5,43,1.298,0.066
-108.5,43.25,0.928,0.074
-108.5,43.5,1.272,0.069
-108.5,43.75,1.24,0.072
-108.5,44,1.342,0.095
-108.5,44.25,1.319,0.115
-108.5,44.5,1.027,0.117
-108.5,44.75,1.452,0.098
-108.5,45,1.127,0.124
-108.25,30.5,1.346,0.13
-108.25,30.75,1.517,0.164
-108.25,31,1.866,0.175
-108.25,31.25,1.214,0.188
-108.25,31.5,1.238,0.173
-108.25,31.75,1.625,0.194
-108.25,32,1.423,0.257
-108.25,32.25,1.57,0.281
-108.25,32.5,1.563,0.231
-108.25,32.75,1.549,0.149
-108.25,34,1.698,0.14
-108.25,34.5,1.172,0.246
-108.25,34.75,1.126,0.25
-108.25,35,0.129,0.228
-108.25,35.5,0.944,0.243
-108.25,35.75,1.198,0.24
-108.25,36,1.525,0.228
-119,37.75,0.569,0.043
-119,38.25,0.919,0.035
-119,38.5,0.917,0.031
-119,38.75,0.921,0.024
-119,39,1.177,0.038
-119,39.25,1.407,0.065
-119,39.5,1.176,0.078
-119,39.75,1.443,0.078
-119,40,1.545,0.074
-119,40.25,1.462,0.076
-119,40.5,1.422,0.085
-119,40.75,1.369,0.077
-119,41,0.485,0.061
-119,41.25,0.007,0.059
-119,41.5,0.723,0.066
-119,41.75,0.968,0.091
-119,42,0.647,0.125
-119,42.25,0.289,0.138
-119,42.5,1.118,0.141
-119,42.75,0.219,0.166
-119,43,0.614,0.2
-119,43.25,1.014,0.21
-119,43.5,0.899,0.211
-119,43.75,1.257,0.162
-118.75,35,1.261,0.021
-118.75,37.75,0.978,0.022
-118.75,38,1.012,0.044
-118.75,38.25,0.927,0.046
-118.75,38.75,1.08,0.025
-118.75,39,1.39,0.039
-118.75,39.25,1.456,0.07
-118.75,39.5,1.166,0.091
-118.75,39.75,1.087,0.091
-118.75,40,1.513,0.086
-118.75,40.25,1.125,0.084
-118.75,40.5,1.415,0.093
-118.75,40.75,1.316,0.101
-118.75,41,1.278,0.08
-118.75,41.25,0.58,0.054
-118.75,41.5,0.363,0.046
-118.75,41.75,1.057,0.048
-118.75,42,1.324,0.078
-118.75,42.25,0.832,0.1
-118.75,42.5,1.068,0.101
-118.75,43,0.361,0.153
-118.75,43.25,1.284,0.193
-118.75,43.5,1.023,0.193
-118.75,43.75,1.309,0.147
-118.75,44,1.063,0.103
-118.5,35,1.686,0.065
-118.5,37.5,0.908,0.006
-118.5,37.75,0.593,0.011
-118.5,38.25,1.298,0.046
-118.5,38.5,1.212,0.04
-118.5,38.75,1.324,0.043
-118.5,39,1.383,0.058
-118.5,39.25,1.412,0.076
-118.5,39.5,1.399,0.085
-118.5,39.75,0.505,0.081
-118.5,40,2.041,0.079
-118.5,40.25,1.147,0.078
-118.5,40.5,1.404,0.082
-118.5,40.75,1.281,0.093
-118.5,41,1.522,0.083
-118.5,41.25,1.342,0.058
-118.5,41.5,1,0.043
-118.5,41.75,1.371,0.044
-118.5,42,1.163,0.081
-118.5,42.25,0.849,0.094
-118.5,42.5,1.113,0.062
-118.5,42.75,0.388,0.076
-118.5,43,0.392,0.134
-118.5,43.25,1.032,0.189
-118.5,43.5,1.296,0.176
-118.5,43.75,1.304,0.127
-118.5,44,1.208,0.1
-118.25,34.75,1.321,0.128
-118.25,35,1.784,0.145
-118.25,35.25,1.414,0.106
-118.25,36.75,0.953,0.003
-118.25,37,0.906,0.003
-118.25,37.25,1.092,0.004
-118.25,37.5,0.682,0.009
-118.25,37.75,0.386,0.01
-118.25,38,1.336,0.029
-118.25,38.25,1.404,0.037
-118.25,38.5,1.329,0.042
-118.25,38.75,0.924,0.049
-118.25,39,1.337,0.057
-118.25,39.25,1.397,0.054
-118.25,39.5,1.183,0.049
-118.25,39.75,0.877,0.048
-118.25,40,0.697,0.055
-118.25,40.25,1.422,0.055
-118.25,40.5,1.165,0.058
-118.25,40.75,1.318,0.067
-118.25,41,1.371,0.08
-118.25,41.25,1.422,0.06
-118.25,41.5,1.435,0.047
-118.25,41.75,1.377,0.048
-118.25,42,1.175,0.077
-118.25,42.25,0.463,0.12
-118.25,42.5,0.936,0.102
-118.25,42.75,0.515,0.094
-118.25,43,0.126,0.128
-118.25,43.25,1.196,0.182
-118.25,43.5,1.326,0.166
-118.25,43.75,1.252,0.115
-118,34.75,1.774,0.194
-118,35,1.826,0.214
-118,35.25,1.514,0.145
-118,35.5,1.399,0.075
-118,35.75,1.041,0.034
-118,36,1.032,0.024
-118,36.25,1.207,0.015
-118,36.5,1.252,0.006
-118,36.75,0.346,0.005
-118,37,0.029,0.008
-118,37.25,0.056,0.011
-118,37.5,0.438,0.027
-118,37.75,0.966,0.024
-118,38,1.243,0.032
-118,38.25,1.51,0.047
-118,38.5,1.396,0.066
-118,38.75,1.439,0.071
-118,39,1.161,0.051
-118,39.25,1.283,0.05
-118,39.5,0.891,0.037
-118,39.75,0.348,0.035
-118,40,1.513,0.042
-118,40.25,1.24,0.039
-118,40.5,1.355,0.04
-118,40.75,1.379,0.049
-118,41,1.443,0.061
-118,41.25,1.422,0.062
-118,41.5,1.373,0.05
-118,41.75,1.322,0.056
-118,42,1.429,0.079
-118,42.25,0.998,0.116
-118,42.5,1.024,0.11
-118,42.75,0.719,0.109
-118,43,0.826,0.137
-118,43.25,0.877,0.175
-118,43.5,1.272,0.156
-118,43.75,0.941,0.111
-117.75,34.75,1.561,0.172
-117.75,35,1.53,0.228
-117.75,35.25,1.492,0.18
-117.75,35.5,1.326,0.096
-117.75,35.75,1.571,0.047
-117.75,36,1.511,0.045
-117.75,36.25,1.435,0.032
-117.75,36.5,0.68,0.015
-117.75,36.75,0.067,0.007
-117.75,37,0,0.015
